queryID,variantID,queryText
126177,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Department d INNER JOIN Employee e on e.deptID = d.deptID
WHERE (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND (e.annualSalary >= 84000 AND e.annualSalary <= 120000) AND (e.empName LIKE ""_A%"" OR e.empName LIKE ""_I%"")"
83742,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e
JOIN Department d ON e.deptID = d.deptID
WHERE (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND (e.annualSalary >= 7000 OR e.annualSalary <= 10000) AND (e.empName LIKE '_A%' OR e.empName LIKE '_I%')
ORDER BY e.empName ASC, d.deptName DESC
;"
336531,4388082,"SELECT E.empName, E.annualSalary, D.deptName, D.deptLocation, E.jobTitle 
FROM Department D join Employee E
on D.deptID = E.deptID
where (D.deptLocation = ""Dubai"" or D.deptName= ""sales"")
and ((E.annualSalary/12) >= 7000 and (E.annualSalary/12) <= 10000) 
-- and (E.empName like '_a%' or '_i%')
order by E.empName, D.deptName DESC"
331920,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e NATURAL JOIN Department d
WHERE (d.deptLocation = ""Dubai"" OR d.deptName = ""Sales"") AND (e.annualSalary/12 >= 7000 AND e.annualSalary/12 <=10000) AND (e.empName LIKE ""_a%"" OR e.empName LIKE ""_i%"")
ORDER BY e.empName, d.deptName DESC"
35368,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Department, Employee
WHERE deptName = ""Sales"" AND annualSalary/12 >= 7000 AND annualSalary/12 <= 10000 AND (empName LIKE ""_A%"" OR empName LIKE ""_I%"")
AND jobTitle LIKE ""Sales%""
ORDER BY empName, deptName DESC"
313229,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e NATURAL JOIN Department d
WHERE (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND (annualSalary / 12 >= 7000 AND annualSalary / 12 <= 10000) AND (empName LIKE '_A%' OR empName LIKE '_I%')
ORDER BY e.empName, d.deptName DESC;"
33496,4388082,"SELECT E.empName, E.annualSalary, D.deptName, D.deptLocation, E.jobTitle FROM Employee AS E
JOIN Department AS D ON D.deptID = E.deptId
WHERE
    (D.deptLocation = ""Dubai"" OR D.deptName = ""Sales"") AND
    (E.annualSalary / 12 >= 7000 AND E.annualSalary / 12 <= 10000) AND
    (E.empName LIKE ""_A%"" OR E.empName LIKE ""_I%"")
ORDER BY E.empName, D.deptName DESC"
5259,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Employee NATURAL JOIN Department
WHERE (deptLocation = 'Dubai' OR (deptName = 'Sales' AND annualSalary >= 84000 AND annualSalary <= 120000)) AND (empName LIKE '_I%' OR empName LIKE '_A%') 
ORDER BY empName ASC, deptName DESC;"
5271,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM (Employee e) NATURAL JOIN (Department d)
WHERE (d.deptLocation = ""Dubai"" OR d.deptName = ""Sales"") AND (e.annualSalary >= 84000 AND e.annualSalary <= 120000) AND (e.empName LIKE ""_A%"" OR e.empName LIKE ""_I%"")
ORDER BY e.empName, d.deptName DESC"
332195,4388082,"Select emp.empName, emp.annualSalary, dep.deptName, dep.deptLocation, emp.jobTitle
From Department dep Natural Join Employee emp
WHERE (dep.deptLocation = ""Dubai"" OR dep.deptName = ""Sales"") AND (emp.annualSalary / 12 >= 7000 AND emp.annualSalary/12 <= 10000) AND (emp.empName LIKE '_a%' OR emp.empName LIKE '_i%')"
332008,4388082,"select Employee.empName, Employee.annualSalary, Department.deptName,Department.deptLocation, Employee.jobTitle
from Employee natural join Department
where (Department.deptLocation = 'Dubai' or deptName = 'Sales') and Employee.annualSalary/12>=7000 and Employee.annualSalary/12<= 10000 and (Employee.empName like '_A%' or Employee.empName like '_I%')
order by Employee.empName, Department.deptName desc"
11185,4388082,"select E.empName, E.annualSalary, D.deptName, D.deptLocation, E.jobTitle
from Employee E join Department D on E.deptID = D.deptID
where (D.deptLocation = 'Dubai' or D.deptName = 'Sales') and ((E.annualSalary/12)>= 7000 and (E.annualSalary/12) <= 10000) and (E.empName LIKE '_A%' or E.empName LIKE '_I%')
order by E.empName, D.deptName desc"
32963,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e JOIN Department d ON e.deptID = d.deptID 
WHERE (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND (e.annualSalary / 12 >= 7000 AND e.annualSalary / 12 <= 10000) AND (e.empName LIKE '_A%' OR e.empName LIKE '_I%')
ORDER BY e.empName, d.deptName DESC"
12133,4388082,"SELECT E1.empName, E1.annualSalary, D1.deptName, D1.deptLocation, E1.jobTitle
FROM (Employee E1 INNER JOIN Department D1 ON D1.deptID = E1.DeptID)
WHERE (D1.deptLocation = 'Dubai' OR D1.deptName = 'Sales') AND (E1.annualSalary/12 >= 7000 AND E1.annualSalary/12 <= 10000) AND (E1.empName LIKE '_A%' OR E1.empName LIKE '_I%')
ORDER BY E1.empName, D1.deptName DESC"
34727,4388082,"Select Employee.empName, Employee.annualSalary, Department.deptName, Department.deptLocation, Employee.jobTitle
From Department, Employee
Where Employee.deptID = Department.deptID AND Employee.annualSalary>= 94000 AND Employee.annualSalary<= 120000 AND ((Employee.empname LIKE '_a%') OR (Employee.empname LIKE '_i%')) AND ((Department.deptlocation = ""Dubai"") OR (Department.deptName = ""Sales""))
Order by Employee.empname, Department.deptName DESC"
5308,4388082,"SELECt Employee.empName, Employee.annualSalary, Department.deptName, Department.deptLocation, Employee.jobTitle
FROM Employee, Department
WHERE (Employee.deptID = Department.deptID) AND (Department.deptLocation = 'Dubai' OR Department.deptName = 'Sales') AND (Employee.annualSalary/12 <= 10000.0 && Employee.annualSalary/12 >= 7000.0) AND (Employee.empName LIKE '_a%' OR Employee.empName LIKE '_i%')"
35941,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Department, Employee
WHERE (deptName = ""Sales"") AND (annualSalary/12 BETWEEN 7000 AND 10000) AND (empName LIKE '_A%' OR empName LIKE '_I%') AND jobTitle LIKE ""Sales%""
ORDER BY empName ASC, deptName DESC"
4370,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e INNER JOIN Department d ON e.deptID = d.deptId
WHERE ((d.deptLocation LIKE ""Dubai"" OR d.deptName LIKE ""Sales"") AND (e.annualSalary/12 BETWEEN 7000 AND 10000)) AND (e.empName LIKE ""_a%"" OR e.empName LIKE ""_i%"")
ORDER BY e.empName ASC, d.deptName DESC"
34723,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Employee e NATURAL JOIN Department d
WHERE 
    (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND 
    ((e.annualSalary / 12 >= 7000) AND (e.annualSalary / 12 <= 10000)) AND 
    (e.empName LIKE '_A%' OR e.empName LIKE '_I%')
ORDER BY e.empName, d.deptName DESC;"
5126,4388082,"SELECT E.empName, E.annualSalary, D.deptName, D.deptLocation, E.jobTitle
FROM Employee E, Department D
WHERE E.deptId = D.deptId AND (D.deptLocation = ""Dubai"" OR D.deptName = ""Sales"")
    AND (E.annualSalary/12 >= 7000 AND E.annualSalary/12 <=10000) 
    AND (E.empName LIKE '_A%' OR E.empName LIKE '_I%')"
126556,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e, Department d
WHERE (d.deptID = e.deptID) AND (d.deptLocation = 'DUBAI' OR d.deptName = 'SALES') AND (e.annualSalary/12 BETWEEN 7000 AND 10000) AND (e.empName LIKE ""_A%"" OR e.empName LIKE ""_I%"")"
127606,4388082,"select e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
from Employee e natural join Department d
where (d.deptLocation='Dubai' or d.deptName='Sales')
and (e.annualSalary/12 >= 7000 or e.annualSalary <= 10000)
and (e.empName like '%a%' or e.empName like '%i%')"
37267,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Employee NATURAL JOIN Department
WHERE (deptLocation = 'Dubai' OR deptName = 'Sales') AND annualSalary >= 7000 AND annualSalary <= 100000 AND empName LIKE '_i%'
ORDER BY empName ASC, deptName DESC"
30481,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Employee e
NATURAL JOIN Department d
WHERE (deptLocation LIKE ""Dubai"" OR deptName LIKE ""Sales"") AND
    (annualSalary >= 7000*12 AND annualSalary <= 10000*12) AND
    (empName LIKE ""_A%"" OR empName LIKE ""_I%"" OR empName LIKE ""_a%"" OR empName LIKE ""_i%"")
ORDER BY empName, deptName DESC"
36594,4388082,"SELECT E.empName, E.annualSalary, D.deptName, D.deptLocation, E.jobTitle
FROM Employee E
    JOIN Department D ON D.deptID = E.deptID
WHERE (D.deptLocation = 'Dubai' OR D.deptName = 'Sales') AND
      ((E.annualSalary / 12) >= 7000 AND (E.annualSalary / 12) <= 10000) AND
      (empName LIKE '_A%' OR empName LIKE '_I%' OR empName LIKE '_a%' OR empName LIKE '_i%')"
5753,4388082,"select e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
from Employee e inner join Department d on e.deptId = d.deptId
where (d.deptLocation = ""Dubai"" or d.deptName = ""Sales"") and 
((e.annualSalary / 12) <= 10000 or (e.annualSalary / 12) >= 7000) and
(e.empName like ""_A%"" or e.empName like ""_I%"")"
37112,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e NATURAL JOIN Department d
WHERE (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND (e.annualSalary/12 >= 7000 AND e.annualSalary/12 <= 10000) AND (e.empName LIKE ""_A%"" OR e.empName LIKE ""_I%"")
ORDER BY e.empName, d.deptName DESC"
5791,4388082,"select empName, annualSalary, deptName, deptLocation, jobTitle
from Employee natural join Department
where (deptLocation = ""Dubai"" or deptName = ""Sales"")
    and (annualSalary / 12 >= 7000 and annualSalary / 12 <= 10000)
    and (empName like ""_A%"" or empName like ""_I%"")
order by empName, deptName desc"
36387,4388082,"SELECT Employee.empName, Employee.annualSalary, Department.deptName, Department.deptLocation, Employee.jobTitle 
FROM Employee
INNER JOIN Department on Employee.deptId = Department.deptId
WHERE (Department.deptLocation = 'Dubai' OR Department.deptName = 'Sales') AND (Employee.empName LIKE '_I%' OR Employee.empName LIKE '_A%')
GROUP BY Employee.empId
ORDER BY Employee.empName ASC, Department.deptName DESC;"
336388,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee as e
JOIN Department as d
ON e.deptID = d.deptID
WHERE (d.deptLocation = 'Dubai' OR d.deptName = 'Sales') AND (e.annualSalary/12 >= 7000 AND e.annualSalary/12 <= 10000) AND (e.empName LIKE '_A%' OR e.empName LIKE '_I%')
ORDER BY e.empName ASC, d.deptName DESC"
331540,4388082,"Select E.empName,E.annualSalary,D.deptName,D.deptLocation,E.jobTitle
from Employee E,Department D,Salary_Grade S
where E.deptID=D.deptID and E.annualSalary >= S.minAnnualSalary and E.annualSalary <= S.maxAnnualSalary and
(D.deptLocation LIKE 'Dubai' OR D.deptName LIKE 'Sales') and 
(E.annualSalary/12 >= 7000 and E.annualSalary/12 <= 10000) and
(E.empName LIKE '_A%' OR E.empName LIKE '_I%')
order by E.empName,D.deptName DESC"
36209,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle 
FROM Employee e, Department d
WHERE e.deptId = d.deptId 
    AND (d.deptLocation = ""Dubai"" OR d.deptName = ""Sales"")
    AND ((e.empName LIKE ""_a%"") OR (e.empName LIKE ""_i%""));
    "
33198,4388082,"SELECT e.empName, e.annualSalary, d.deptName, d.deptLocation, e.jobTitle
FROM Employee e, Department d
WHERE ((d.deptName = ""Sales"" AND e.jobTitle LIKE '%Sales%')) AND (e.annualSalary/12 >= 7000 AND e.annualSalary/12 <= 10000) AND (e.empName LIKE '_A%' OR e.empName LIKE '_I%') AND e.annualSalary IN (SELECT e2.annualSalary FROM Employee e2, Salary_Grade s WHERE e2.annualSalary >= s.minAnnualSalary AND e2.annualSalary <= s.maxAnnualSalary)
ORDER BY e.empName, d.deptName DESC"
5435,4388082,"SELECT empName, annualSalary, deptName, deptLocation, jobTitle
FROM Employee emp
JOIN Department dept
ON dept.deptID = emp.deptID
WHERE (deptLocation = 'Dubai' OR deptName = 'Sales') 
AND (annualSalary >= 84000 AND annualSalary	<= 120000) 
AND (empName LIKE '_A%' OR empName LIKE '_I%')"
260731,4388083,"SELECT e.empName, e.annualSalary/12 as monthlySalary, d.deptName, e.hireDate
FROM Employee e JOIN Department d ON e.deptID = d.deptID
WHERE e.hireDate IN (SELECT MAX(hireDate) FROM Employee where deptID=e.deptID) AND
e.annualSalary >=(SELECT minAnnualSalary FROM Salary_Grade WHERE grade =12) AND e.annualSalary <=(SELECT maxAnnualSalary FROM Salary_Grade WHERE grade =12)
ORDER BY e.empName, monthlySalary DESC"
37657,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.deptID) as empCnt
FROM Department d LEFT OUTER JOIN Employee e on d.deptID = e.deptID 
GROUP BY d.deptID
ORDER BY empCnt ASC, d.deptName DESC"
36038,4017605,"Select d.deptName, d.deptLocation, Count(e.empID) as empCNT
from Department d Left outer join Employee e On (d.deptID = e.deptID)
group by  d.deptID
order by empCNT, d.deptName DESC"
325288,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID) as empCnt
FROM Department d LEFT JOIN Employee e ON (d.deptID = e.deptID)
GROUP BY d.deptID
ORDER BY empCnt, d.deptName DESC;"
34406,4017605,"SELECT d.deptName, d.deptLocation, COUNT(DISTINCT(e.empID))
FROM Employee e RIGHT OUTER JOIN Department d ON e.deptID = d.deptID
GROUP BY d.deptID
ORDER BY COUNT(DISTINCT(e.empID)), d.deptName DESC"
129745,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID) as empCNT
FROM Department d 
LEFT OUTER JOIN Employee e ON d.deptID = e.deptID
GROUP BY d.deptId
ORDER BY empCNT, d.deptName DESC;"
34602,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID)
FROM Department d
LEFT OUTER JOIN Employee e
ON d.deptID = e.deptID
GROUP BY d.deptName, d.deptLocation
ORDER BY COUNT(e.empID), d.deptName DESC"
186896,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.deptID)
FROM Department d LEFT OUTER JOIN Employee e ON d.deptID = e.deptID
GROUP BY d.deptName, d.deptLocation, d.deptID
ORDER BY COUNT(e.deptID), d.deptName DESC"
5259,4017605,"SELECT deptName, deptLocation, count(empID) as total_employee
FROM Department LEFT JOIN Employee ON Department.deptID = Employee.deptID
GROUP BY Department.deptID
ORDER BY total_employee ASC, deptName DESC;"
5265,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID) AS numEmployees
FROM Department d
LEFT OUTER JOIN Employee e
ON d.deptID = e.deptID
GROUP BY d.deptID
ORDER BY numEmployees ASC, d.deptName DESC"
5256,4017605,"SELECT d.deptName, d.deptLocation, COUNT(empID) as empCnt
FROM Department d LEFT OUTER JOIN Employee e ON (d.deptID = e.deptID)
GROUP BY deptName, deptLocation
ORDER BY empCnt, deptName DESC"
36050,4017605,"SELECT d.deptName, d.deptLocation, count(e.empID)
FROM Employee e RIGHT JOIN Department d
        on e.deptID = d.deptID 
GROUP BY d.deptID
ORDER BY count(e.empID) ASC, d.deptName DESC"
5283,4017605,"SELECT d.deptName, d. deptLocation, COUNT(e.empID) as empIDCount
From Department d LEFT Outer Join Employee e ON (d.deptID = e.deptID)
GROUP BY d.deptID
ORDER BY empIDCount, d.deptName DESC"
32807,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID) AS empCount
FROM Department d LEFT OUTER JOIN Employee e ON (d.deptID = e.deptID)
GROUP BY d.deptID 
ORDER BY empCount ASC, deptName DESC"
313637,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID) AS cnt
FROM Department d LEFT OUTER JOIN Employee e ON d.deptID = e.deptID
GROUP BY d.deptID
ORDER BY cnt, d.deptName DESC"
37112,4017605,"SELECT d.deptName, d.deptLocation, count(e.empID) AS ""count""
FROM Department d LEFT OUTER JOIN Employee e ON (d.deptID = e.deptID)
GROUP BY d.deptID
ORDER BY count, d.deptName DESC"
331540,4017605,"Select D.deptName,D.deptLocation,count(E.empID) AS num_employees
from Employee E RIGHT JOIN Department D ON E.deptID = D.deptID 
group by D.deptName,D.deptLocation
order by num_employees,D.deptName DESC
"
322502,4017605,"SELECT d.deptName, d.deptLocation, COUNT(e.empID) AS empCnt
FROM Department d LEFT OUTER JOIN Employee e ON (d.deptID = e.deptID)
GROUP BY d.deptID
ORDER BY empCnt, d.deptName DESC;"
125568,3902467,"SELECT empName, jobTitle, salary/12, Employee.deptID, deptName, grade
FROM Employee JOIN Salary_Grade 
    ON Employee.salary > Salary_Grade.minSalary AND Employee.salary <= Salary_Grade.maxSalary 
JOIN Department ON Department.deptID = Employee.deptID
WHERE salary/12 > 7000 OR jobTitle <> ""IT Support"""
11485,3902467,"select ee.empName, ee.jobTitle, ee.salary/12, ee.deptID, deptName, grade
FROM (Employee ee JOIN Department de ON ee.deptID = de.deptID) JOIN Salary_Grade sg ON ee.salary BETWEEN sg.minSalary AND sg.maxSalary
WHERE ee.salary/12 > 7000 OR NOT (ee.jobTitle = ""IT Support"")"
34406,3902467,"SELECT e.empName, e.jobTitle, e.salary / 12, e.deptID, d.deptName, s.grade
FROM Employee e, Department d, Salary_Grade s
WHERE e.deptID = d.deptID
AND e.salary >= s.minSalary AND e.salary <= s.maxSalary
AND (e.salary/12 > 7000 OR e.empID NOT IN
(SELECT empID
FROM Employee
WHERE jobTitle <> 'IT Support'))"
342776,3902467,"SELECT e.empName, e.jobTitle, e.salary/12, e.deptID, d.deptName, s.grade
FROM Employee e NATURAL JOIN Department d JOIN Salary_Grade s ON (e.salary >= s.minSalary AND e.salary <= s.maxSalary)
WHERE e.salary/12 > 7000 OR e.jobTitle <> 'IT Support'"
33032,3902467,"Select e.empName, e.jobTitle, e.salary/12 as monthlySal, e.deptID, d.deptName, s.grade
From Employee e, Department d, Salary_Grade s
Where ((e.salary/12)>7000 OR e.jobTitle <> 'IT Support')
AND e.deptID = d.deptID
AND (e.salary between s.minsalary and s.maxsalary)

"
34602,3902467,"SELECT empName, jobTitle, salary/12, deptID, deptName, grade
FROM Department NATURAL JOIN Employee
JOIN Salary_Grade
ON salary >= minSalary AND salary <= maxSalary
WHERE salary > 7000 OR jobTitle NOT LIKE 'IT Support'"
124539,3902467,"SELECT empName, jobTitle, salary/12, deptID, deptName, grade 
FROM Employee NATURAL JOIN Department, Salary_Grade
WHERE (salary > minSalary AND salary <= maxSalary) AND 
(salary/12 > 7000 OR jobTitle NOT LIKE ""%IT Support%"")

"
308057,3902467,"SELECT empName, jobTitle, salary/12, deptID, deptName, grade
FROM Department NATURAL JOIN Employee, Salary_Grade
WHERE salary >= minSalary and salary <= maxSalary
AND (salary/12 >= 7000 OR jobTitle <> ""IT Support"")"
186896,3902467,"SELECT DISTINCT e.empName, e.jobTitle, (e.salary/12), e.deptID, d.deptName, s.grade
FROM Employee e NATURAL JOIN Department d LEFT OUTER JOIN Salary_Grade s ON ((e.salary >= s.minSalary) AND (e.salary <= s.maxSalary))
WHERE (e.salary/12) > 7000 OR e.jobTitle <> 'IT Support'"
202279,3902467,"SELECT e.empName, e.jobTitle, e.salary/12.0 as MonthlySal, e.deptID, d.deptName, s.grade
FROM Employee e, Department d, Salary_Grade s
WHERE e.DeptID = d.deptID
AND e.salary BETWEEN s.minSalary AND s.maxSalary AND (((e.salary/12.0)>7000) OR (e.jobTitle <> ""IT Support""));"
38065,3902467,"select empName, jobTitle, (salary / 12) as monthlySalary, deptID, deptName, grade
from Employee e natural join Department d
join Salary_Grade s on e.salary >= s.minSalary and e.salary <= s.maxSalary
where salary / 12 > 7000 or jobTitle != 'IT Support'"
5259,3902467,"SELECT empName, jobTitle, salary / 12, deptID, deptName, grade
FROM (Employee NATURAL JOIN Department), Salary_Grade
WHERE salary >= minSalary AND salary <= maxSalary AND (salary > 7000 OR jobTitle != 'IT Support');"
5271,3902467,"SELECT e.empName, e.jobTitle, e.salary/12 AS monthly_salary, d.deptID, d.deptName, g.grade
FROM Employee e, Department d, Salary_Grade g
WHERE ((e.salary/12 > 7000) OR (d.deptName <> ""IT Support"")) AND (e.salary BETWEEN g.minSalary AND g.maxSalary ) AND (e.deptID = d.deptID)"
313213,3902467,"select e.empName, e.jobTitle, e.salary/12, e.deptId, d.deptName, s.grade
from Employee e natural join Department d, Salary_Grade s
where (e.salary/12>7000 or e.jobTitle<>""IT Support"") and (e.salary between s.minSalary and s.maxSalary)"
30765,3902467,"SELECT e.empName, e.jobTitle, (e.salary/12) as MonthlySal, d.deptID, d.deptName, s.grade
FROM Employee e, Department d, Salary_Grade s
WHERE e.deptID=d.deptID
AND (e.salary>=s.minSalary AND e.salary<=s.maxSalary) 
AND (e.salary/12>7000 OR e.jobTitle<>""IT Support"")"
6575,3902467,"SELECT e.empName, e.jobTitle, e.salary/12.0 as MonthlySal, e.deptID, d.deptName,
s.grade
FROM Employee e, Department d, Salary_Grade s
WHERE e.DeptID = d.deptID
AND e.salary BETWEEN s.minSalary AND s.maxSalary
AND (((e.salary/12.0)>7000) OR (e.jobTitle <> ""IT Support""));"
5256,3902467,"select empName, jobTitle, salary/12, emp.deptID, deptName, grade
from (Employee emp JOIN Department dept on emp.deptID = dept.deptID), Salary_Grade
where (salary > (7000/12) and salary >= minSalary and salary <= maxSalary) ;"
5493,3902467,"SELECT empName, jobTitle, salary/12, deptID, deptName, grade
FROM Department NATURAL JOIN (SELECT * FROM Employee JOIN Salary_Grade ON salary >= minSalary AND salary <= maxSalary) as sal
WHERE sal.salary/12 > 7000;"
5308,3902467,"SELECT Employee.empName, Employee.jobTitle, Employee.salary/12, Department.deptID, Department.deptName, Salary_Grade.grade
FROM Employee
INNER JOIN Department ON Employee.deptID = Department.deptID
CROSS JOIN Salary_Grade
WHERE (Employee.salary >= Salary_Grade.minSalary AND Employee.salary <= Salary_Grade.maxSalary AND (Employee.salary/12 > 7000 OR Employee.jobTitle <> 'IT Support'))
"
36050,3902467,"SELECT e.empName, e.jobTitle, e.salary/12 as ""Monthly Salary"", e.deptID, d.deptName, s.grade
FROM Employee e, Department d, Salary_Grade s
WHERE e.deptID = d.deptID
    AND e.salary between s.minSalary and s.maxSalary
    AND (e.salary/12 > 7000 or e.jobTitle != ""IT Support"")"
5669,3902467,"select empName, jobTitle, salary/12, emp.deptID, deptName, grade from (Employee emp JOIN Department dept on emp.deptID = dept.deptID), Salary_Grade where (salary > (7000/12) and salary >= minSalary and salary <= maxSalary) ;
"
32807,3902467,"SELECT e.empName, e.jobTitle, e.salary / 12, e.deptID, d.deptName, sg.grade
FROM Employee e
    JOIN Department d ON e.deptID = d.deptID
    JOIN Salary_Grade sg ON (e.salary >= sg.minSalary) AND (e.salary <= sg.maxSalary)
WHERE (e.salary / 12 > 7000) OR (e.jobTitle <> ""IT Support"")"
